Year,Season,AOD,CO,NO2,O3,LST
2021,Summer,-0.582259039,0.041243722,0.000142582,0.129706754,35.24594468
2021,Summer,-0.661016842,0.040020692,0.000105724,0.129237518,38.43609668
2021,Summer,-0.487563189,0.041820086,0.000154476,0.129820321,40.36613864
2021,Summer,-0.5247825,0.040339009,0.000122239,0.129567383,36.53795624
2021,Summer,-0.528061179,0.041264476,0.000141368,0.129605847,39.63810038
2021,Summer,-0.534813101,0.041339337,0.000142224,0.129706476,40.08927902
2021,Summer,-0.602674891,0.040188907,0.000106082,0.129179962,39.65746916
2021,Summer,-0.586227841,0.041887002,0.00014229,0.129622757,39.47745344
2021,Summer,-0.551200284,0.041761086,0.000145537,0.12966348,41.52484742
2021,Summer,-0.623208613,0.040087325,0.000109109,0.129274684,36.96748742
2021,Summer,-0.587006658,0.041099176,0.000127937,0.129617034,34.02229352
2021,Summer,-0.55612188,0.040910557,0.000132934,0.129693235,43.66452794
2021,Summer,-0.586144256,0.041217345,0.000132106,0.129709977,36.71227526
2021,Summer,-0.523473999,0.04160423,0.000152435,0.129837501,36.59606258
2021,Summer,-0.592102163,0.041218763,0.000147215,0.12973866,33.62922122
2021,Summer,-0.54123406,0.039997868,0.000113615,0.129385691,40.20207368
2021,Summer,-0.576345259,0.041527506,0.000133889,0.129768607,32.7029378
2021,Summer,-0.493708546,0.041694233,0.000158525,0.129859169,39.49796156
2021,Summer,-0.520482141,0.041127574,0.00014276,0.129766772,40.66350638
2021,Summer,-0.58793469,0.041694446,0.000153167,0.129634924,36.71227526
2021,Summer,-0.537950002,0.040127781,0.000112679,0.12933816,39.69392804
2021,Summer,-0.556442173,0.039896348,0.00011352,0.12934301,38.89411136
2021,Summer,-0.659302216,0.039968419,0.000106134,0.129284261,39.89900924
2021,Summer,-0.461987599,0.042012002,0.00016199,0.129855878,39.11856134
2021,Summer,-0.62537361,0.039993056,0.00010685,0.129213654,39.71329682
2021,Summer,-0.574445253,0.04084064,0.000127179,0.129666117,35.54331242
2021,Summer,-0.633986601,0.039779574,0.000104193,0.129166718,38.3483675
2021,Summer,-0.565361641,0.039615233,0.000107557,0.129253189,37.98833606
2021,Summer,-0.500832037,0.039642193,0.000109886,0.129277963,37.58956706
2021,Summer,-0.484203141,0.039743835,0.000110603,0.129240277,36.75784886
2021,Summer,-0.564421139,0.040130477,0.000114536,0.129406105,39.57543668
2021,Summer,-0.506506868,0.039759947,0.000110692,0.129327676,37.36967444
2021,Summer,-0.629960154,0.040275117,0.000111312,0.129335623,35.91929462
2021,Summer,-0.639436198,0.040356847,0.000109268,0.129381458,39.48315014
2021,Summer,-0.556174644,0.041313989,0.000135238,0.129687784,40.55071172
2021,Summer,-0.596179818,0.04077496,0.000121328,0.129522365,34.22737472
2021,Summer,-0.544503772,0.040006809,0.000112485,0.129244112,40.09839374
2021,Summer,-0.648325157,0.040445077,0.000112163,0.129385238,38.29481852
2021,Summer,-0.558284428,0.040794349,0.000130176,0.129611793,40.39006478
2021,Summer,-0.524603328,0.040787841,0.000138553,0.129698702,38.91348014
2021,Summer,-0.523318755,0.041499339,0.000142333,0.129696748,42.72457244
2021,Summer,-0.563775433,0.039959252,0.000107303,0.1291684,40.80706322
2021,Summer,-0.639131041,0.039858132,0.000106119,0.129373594,41.5328228
2021,Summer,-0.608128689,0.039990871,0.000109667,0.129261756,37.54741148
2021,Summer,-0.483886042,0.041637297,0.000160639,0.129809413,37.80945968
2021,Summer,-0.620953325,0.039756799,0.000105759,0.129170495,38.38140836
2021,Summer,-0.503575518,0.039851593,0.000114575,0.129378582,39.07868444
2021,Summer,-0.481726377,0.041883423,0.00015558,0.129795907,38.95107836
2021,Summer,-0.602384543,0.041134083,0.000129352,0.129734465,38.8041035
2021,Summer,-0.611029752,0.040900231,0.000120469,0.129573909,35.20834646
2021,Summer,-0.561250066,0.041011159,0.000134216,0.129663476,40.19865566
2021,Summer,-0.639928568,0.041066447,0.000118208,0.12949679,33.933425
2021,Summer,-0.567431134,0.041444291,0.0001323,0.129778844,36.39781742
2021,Summer,-0.553299755,0.039930616,0.000109074,0.12922375,39.29743772
2021,Summer,-0.652507832,0.040678784,0.00011165,0.129369823,38.47597358
2021,Summer,-0.546306222,0.041733176,0.000143256,0.129658493,38.31874466
2021,Summer,-0.566231053,0.041408972,0.000136193,0.129649028,40.98138224
2021,Summer,-0.563480429,0.039661189,0.00010846,0.129218122,41.01784112
2021,Summer,-0.607645651,0.041331658,0.000128698,0.129681038,32.63115938
2021,Summer,-0.572993155,0.041518636,0.000137441,0.129668338,37.97694266
2021,Summer,-0.605098745,0.041388635,0.000146751,0.129655944,34.72298762
2021,Summer,-0.495276353,0.041217047,0.000147869,0.12978393,38.78017736
2021,Summer,-0.583853354,0.040229352,0.000112886,0.129309911,39.53442044
2021,Summer,-0.634627455,0.040185567,0.00010717,0.129216044,39.53100242
2021,Summer,-0.587198226,0.04025458,0.000112806,0.129383468,39.58796942
2021,Summer,-0.56157133,0.040299326,0.000110938,0.129256842,40.81048124
2021,Summer,-0.64142032,0.039779072,0.000104447,0.129137612,40.6042607
2021,Summer,-0.576723154,0.040173992,0.000111259,0.129327349,39.94116482
2021,Summer,-0.532021356,0.040159024,0.000114587,0.129349195,39.47973212
2021,Summer,-0.572570064,0.039897192,0.000106999,0.129178894,42.19477934
2021,Summer,-0.55814722,0.041142267,0.000137712,0.129654998,37.61121452
2021,Summer,-0.551384051,0.04131126,0.000136438,0.129707647,38.43495734
2021,Summer,-0.528466115,0.042005471,0.000148442,0.129749329,37.42322342
2021,Summer,-0.481201245,0.041579221,0.000152262,0.129777505,41.68549436
2021,Summer,-0.604739666,0.040341881,0.000110573,0.129306488,39.9035666
2021,Summer,-0.579143443,0.041933501,0.000140729,0.129695717,38.45204744
2021,Summer,-0.638584231,0.039973635,0.000105783,0.129279364,38.13075356
2021,Summer,-0.595342208,0.04130961,0.000133972,0.129751683,33.04815782
2021,Summer,-0.625456148,0.040158058,0.000111903,0.129259158,35.13998606
2021,Summer,-0.608335722,0.039871558,0.000106676,0.129202175,39.95825492
2021,Summer,-0.526718154,0.040347969,0.000117686,0.129331504,40.8150386
2021,Summer,-0.629960154,0.040275117,0.000111312,0.129335623,37.17370796
2021,Summer,-0.643215103,0.04015916,0.00010651,0.129267934,39.51505166
2021,Summer,-0.591280901,0.040648207,0.000124356,0.129576619,34.95541298
2021,Summer,-0.652421752,0.040604443,0.000111575,0.129407007,35.97056492
2021,Summer,-0.517976384,0.041374014,0.000143109,0.129670712,41.42230682
2021,Summer,-0.602519088,0.041347831,0.000144451,0.129779942,36.25426058
2021,Summer,-0.599728795,0.041324224,0.000144881,0.129700023,35.56723856
2021,Summer,-0.564796666,0.040273125,0.000116932,0.129409048,41.96805068
2021,Summer,-0.661717616,0.040648192,0.000115157,0.129435016,36.33287504
2021,Summer,-0.64101932,0.040959123,0.000113026,0.129428732,33.16095248
2021,Summer,-0.565045637,0.041587717,0.00013899,0.129717775,35.57749262
2021,Summer,-0.506325934,0.041253911,0.000145803,0.129685651,37.49500184
2021,Summer,-0.59843567,0.040649792,0.000116667,0.129482557,36.32262098
2021,Summer,-0.593141042,0.040358125,0.000114514,0.129424916,34.62215603
2021,Summer,-0.576586967,0.041143168,0.000131894,0.129617215,38.13417158
2021,Summer,-0.655545947,0.039982121,0.000104875,0.12920568,39.8465996
2021,Summer,-0.549983468,0.041339961,0.000137963,0.129717193,38.23671218
2021,Summer,-0.618115204,0.040938935,0.000116901,0.129403044,35.41684568
2021,Summer,-0.517178491,0.041070731,0.000144508,0.129638506,35.71763144
2021,Summer,-0.547083852,0.041515116,0.000141347,0.129694763,37.39929728
2021,Summer,-0.624174004,0.03989246,0.000106285,0.129200415,39.81469808
2021,Summer,-0.568407971,0.040254048,0.000109627,0.12910805,40.55754776
2021,Summer,-0.523623269,0.041753698,0.000145834,0.129699738,40.86516956
2021,Summer,-0.498992701,0.039654386,0.000110899,0.129296666,35.74383626
2021,Summer,-0.50816365,0.041214772,0.000144729,0.129628834,34.62386504
2021,Summer,-0.584105963,0.040803202,0.000125802,0.129614159,38.28114644
2021,Summer,-0.511829751,0.041204163,0.000144973,0.129689227,37.49841986
2021,Summer,-0.590444344,0.040254722,0.000112566,0.129357489,38.65257128
2021,Summer,-0.508124281,0.041155451,0.000145745,0.12968882,35.48178806
2021,Summer,-0.574115567,0.03974492,0.000107105,0.129183995,39.04222556
2021,Summer,-0.602485598,0.041828151,0.000142315,0.129665319,31.1306486
2021,Summer,-0.593871313,0.041171147,0.000130147,0.129683693,36.98913488
2021,Summer,-0.584105963,0.040803202,0.000125802,0.129614159,35.8816964
2021,Summer,-0.65020594,0.040645114,0.000111049,0.129353282,36.83532398
2021,Summer,-0.567215043,0.04092343,0.000131288,0.129636515,37.54627214
2021,Summer,-0.622564906,0.040111011,0.000105268,0.12919052,37.99745078
2021,Summer,-0.544975056,0.041373863,0.000140727,0.129711618,40.9916363
2021,Summer,-0.518987444,0.041066713,0.000141146,0.129617771,36.06285146
2021,Summer,-0.47648103,0.041538846,0.000154504,0.129768263,36.6849311
2021,Summer,-0.495777113,0.041460737,0.000150042,0.129796408,38.8211936
2021,Summer,-0.638930423,0.04019076,0.000107456,0.129205821,38.9009474
2021,Summer,-0.576515092,0.040669049,0.000123154,0.129533948,41.10784898
2021,Summer,-0.510463933,0.041939238,0.000151054,0.129766525,40.02091862
2021,Summer,-0.532733442,0.040356485,0.000118905,0.129344242,40.84694012
2021,Summer,-0.625641156,0.041543183,0.000152878,0.129761274,36.3602192
2021,Summer,-0.576044653,0.041577213,0.000139275,0.129806442,32.79522434
2021,Summer,-0.54705722,0.041363627,0.000141548,0.129722735,38.80752152
2021,Summer,-0.587582088,0.041228945,0.000144564,0.129748052,33.62922122
2021,Summer,-0.655484182,0.040822437,0.000116582,0.129526398,38.26405634
2021,Summer,-0.524753201,0.040791122,0.000139387,0.12971707,38.18202386
2021,Summer,-0.55537665,0.039972606,0.000113869,0.129319665,39.0205781
2021,Summer,-0.655545947,0.039982121,0.000104875,0.12920568,37.7900909
2021,Summer,-0.553362613,0.04082985,0.000131722,0.129688596,38.24354822
2021,Summer,-0.580200234,0.041577619,0.000149637,0.12979957,34.76058584
2021,Summer,-0.537888482,0.040809294,0.000134036,0.129604621,37.20788816
2021,Summer,-0.466427882,0.041863268,0.000161335,0.129816297,38.16151574
2021,Summer,-0.570560722,0.040332595,0.000110502,0.129217723,37.16573258
2021,Summer,-0.60520251,0.039684011,0.000106862,0.129204548,37.05635594
2021,Summer,-0.543481159,0.039954715,0.000110055,0.129286528,38.35748222
2021,Summer,-0.591310436,0.040162191,0.000111098,0.12936342,38.18999924
2021,Summer,-0.587006658,0.041099176,0.000127937,0.129617034,37.78895156
2021,Summer,-0.47648103,0.041538846,0.000154504,0.129768263,40.11662318
2021,Summer,-0.55612188,0.040910557,0.000132934,0.129693235,32.91485504
2021,Summer,-0.487563189,0.041820086,0.000154476,0.129820321,40.39006478
2021,Summer,-0.606691833,0.039749125,0.000106743,0.129224886,37.85161526
2021,Summer,-0.507552284,0.042166025,0.000164316,0.1297671,38.75966924
2021,Summer,-0.593866167,0.040211074,0.000111505,0.129353623,39.43301918
2021,Summer,-0.610657294,0.040887431,0.000120411,0.129638968,35.3689934
2021,Summer,-0.540301279,0.041225168,0.000139972,0.129655812,42.50240114
2021,Summer,-0.580888111,0.04126826,0.000138854,0.129704379,30.92898542
2021,Summer,-0.605594378,0.040190773,0.00011024,0.129290179,39.03083216
2021,Summer,-0.577779145,0.041469097,0.000135801,0.129670775,31.60233536
2021,Summer,-0.552104601,0.041324517,0.000139896,0.129702075,35.92271264
2021,Summer,-0.610466381,0.039861189,0.000106726,0.129200934,38.25380228
2021,Summer,-0.595227878,0.041353034,0.000136731,0.129779639,34.40852978
2021,Summer,-0.52582306,0.041805741,0.000148562,0.129654901,43.65085586
2021,Summer,-0.587006658,0.041099176,0.000127937,0.129617034,33.64972934
2021,Summer,-0.45287662,0.041973668,0.000158246,0.129963829,40.8036452
2021,Summer,-0.631637634,0.040990571,0.000118774,0.129578448,39.16983164
2021,Summer,-0.571670224,0.041265567,0.000128923,0.129659608,35.813336
